Family	Name with authors (incl. infraspecific taxa if any)	ALA accepted name with authors	AKflora?	Comments (optional)	Literature
Caryophyllaceae	Silene uralensis (Rupr.) Bocquet subsp. ogilviensis (A.E.Porsild) 	Silene uralensis (Rupr.) Bocquet subsp. ogilviensis (A.E.Porsild) 	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Caryophyllaceae	Silene uralensis (Rupr.) Bocquet subsp. porsildii Bocquet	Silene soczaviana (Schischk.) Bocquet var. macrosperma (A.E.Porsild) comb. nov.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Silene uralensis (Rupr.) Bocquet subsp. porsildii Bocquet	Silene soczaviana (Schischk.) Bocquet var. macrosperma (A.E.Porsild) comb. nov.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Silene uralensis (Rupr.) Bocquet subsp. uralensis 	Silene uralensis (Rupr.) Bocquet subsp. uralensis 	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Caryophyllaceae	Silene vulgaris (Moench) Garcke	Silene vulgaris (Moench) Garcke	T		Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Caryophyllaceae	Silene williamsii Britton	Silene williamsii Britton	T	AK taxon list	
Brassicaceae	Sisymbrium altissimum L.	Sisymbrium altissimum L.	T	AK taxon list	
Brassicaceae	Sisymbrium officinale (L.) Scop.	Sisymbrium officinale (L.) Scop.	T	AK taxon list	
Brassicaceae	Sinapsis alba L.	Sinapsis alba L.	F	AK taxon list	
Brassicaceae	Sinapsis arvensis L.	Sinapsis arvensis L.	T	AK taxon list	
Iridaceae	Sisyrinchium litorale Greene	Sisyrinchium litorale Greene	F	AK taxon list	
Iridaceae	Sisyrinchium montanum Greene	Sisyrinchium montanum Greene	F	AK taxon list	
Asteraceae	Sinosenecio newcombei Greene	Sinosenecio newcombei Greene	F		
Apiaceae	Sium suave Walter	Sium suave Walter	T	AK taxon list	
Brassicaceae	Smelowskia borealis (Greene) W.H.Drury & Rollins	Smelowskia borealis (Greene) W.H.Drury & Rollins	T	AK taxon list	
Brassicaceae	Smelowskia borealis (Greene) W.H.Drury & Rollins var. borealis 	Smelowskia borealis (Greene) W.H.Drury & Rollins var. borealis 	F	AK taxon list	
Brassicaceae	Smelowskia borealis (Greene) W.H.Drury & Rollins var. jordalii W.H.Drury & Rollins	Smelowskia borealis (Greene) W.H.Drury & Rollins	T		DFM, notes by D.F. Murray; /
Brassicaceae	Smelowskia borealis (Greene) W.H.Drury & Rollins var. koliana W.H.Drury & Rollins	Smelowskia borealis (Greene) W.H.Drury & Rollins	T		DFM, notes by D.F. Murray; /
Brassicaceae	Smelowskia borealis (Greene) W.H.Drury & Rollins var. villosa W.H.Drury & Rollins	Smelowskia borealis (Greene) W.H.Drury & Rollins	T		DFM, notes by D.F. Murray; /
Brassicaceae	Smelowskia calycina (Stephan) C.A.Mey.	Smelowskia calycina (Stephan) C.A.Mey.	F	AK taxon list	
Brassicaceae	Smelowskia calycina (Stephan) C.A.Mey. var. media (W.H.Drury & Rollins) Hult始	Smelowskia media (W.H.Drury & Rollins) G.A.Mulligan	T		DFM, notes by D.F. Murray; /
Brassicaceae	Smelowskia calycina (Stephan) C.A.Mey. var. porsildii (W.H.Drury & Rollins) Hult始	Smelowskia porsildii (W.H.Drury & Rollins) Jurtzev	T	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Brassicaceae	Smelowskia calycina (Stephan) C.A.Mey. subsp. calycina 	Smelowskia calycina (Stephan) C.A.Mey. subsp. calycina 	F	AK taxon list	
Brassicaceae	Smelowskia calycina (Stephan) C.A.Mey. subsp. integrifolia (Seem.) Hult始	Smelowskia spathulatifolia Velichkin	T		DFM, notes by D.F. Murray; /
Brassicaceae	Smelowskia johnsonii G.A.Mulligan	Smelowskia johnsonii G.A.Mulligan	T		Elven, R.  et al. 2003; /
Brassicaceae	Smelowskia media (W.H.Drury & Rollins) G.A.Mulligan	Smelowskia media (W.H.Drury & Rollins) G.A.Mulligan	T		
Brassicaceae	Smelowskia porsildii (W.H.Drury & Rollins) Jurtzev	Smelowskia porsildii (W.H.Drury & Rollins) Jurtzev	T	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Brassicaceae	Smelowskia pyriformis W.H.Drury & Rollins	Smelowskia pyriformis W.H.Drury & Rollins	T	AK taxon list	
Brassicaceae	Smelowskia spathulatifolia Velichkin	Smelowskia spathulatifolia Velichkin	T		
Liliaceae	Smilacina racemosa (L.) Desf.	Maianthemum racemosum (L.) Link	F	FNA	LaFrankie 2002; LaFrankie, J. V. 2002. Maianthemum.  Pages 206-210 in Flora of North America North of Mexico Vol. 26, Magnoliophyta: Liliidae: Liliales and Orchidales./
Liliaceae	Smilacina racemosa (L.) Desf. var. amplexicaulis (Nutt.) S.Watson	Maianthemum racemosum (L.) Link subsp. amplexicaule (Nutt.) LaFrankie	T	FNA	LaFrankie 2002; LaFrankie, J. V. 2002. Maianthemum.  Pages 206-210 in Flora of North America North of Mexico Vol. 26, Magnoliophyta: Liliidae: Liliales and Orchidales./
Liliaceae	Smilacina stellata (L.) Desf.	Maianthemum stellatum (L.) Link	T	FNA	LaFrankie 2002; LaFrankie, J. V. 2002. Maianthemum.  Pages 206-210 in Flora of North America North of Mexico Vol. 26, Magnoliophyta: Liliidae: Liliales and Orchidales./
Liliaceae	Smilacina trifolia (L.) Desf.	Maianthemum trifolium (L.) Sloboda	F	FNA	LaFrankie 2002; LaFrankie, J. V. 2002. Maianthemum.  Pages 206-210 in Flora of North America North of Mexico Vol. 26, Magnoliophyta: Liliidae: Liliales and Orchidales./
Rosaceae	Sorbaria sorbifolia (L.) A.Braun	Sorbaria sorbifolia (L.) A.Braun	T		
Asteraceae	Solidago canadensis L.	Solidago canadensis L.	T	AK taxon list	
Asteraceae	Solidago canadensis L. var. salebrosa (Piper) M.E.Jones	Solidago canadensis L.	T		Elven, R.  et al. 2003; /
Asteraceae	Solidago compacta Turcz.	Solidago multiradiata Aiton subsp. arctica (DC.) 	T		Elven, R.  et al. 2003; /
Asteraceae	Solidago decumbens Greene	Solidago decumbens Greene	F	AK taxon list	
Asteraceae	Solidago decumbens Greene var. oreophila (Rydb.) Fernald	Solidago simplex Humb., Bonpl. & Kunth	T		FNA 19; /
Asteraceae	Solidago lepida DC.	Solidago lepida DC.	T	AK taxon list	
Asteraceae	Solidago multiradiata Aiton	Solidago multiradiata Aiton	F	AK taxon list	
Asteraceae	Solidago multiradiata Aiton var. arctica (DC.) Fernald	Solidago multiradiata Aiton subsp. arctica (DC.) 	T		Elven, R.  et al. 2003; /
Asteraceae	Solidago multiradiata Aiton var. multiradiata 	Solidago multiradiata Aiton subsp. multiradiata 	T		Elven, R.  et al. 2003; /
Asteraceae	Solidago multiradiata Aiton subsp. arctica (DC.) 	Solidago multiradiata Aiton subsp. arctica (DC.) 	T		Elven, R.  et al. 2003; /
Asteraceae	Solidago multiradiata Aiton var. scopulorum A.Gray	Solidago multiradiata Aiton var. scopulorum A.Gray	T	AK taxon list	
Asteraceae	Solidago multiradiata Aiton subsp. multiradiata 	Solidago multiradiata Aiton subsp. multiradiata 	T		Elven, R.  et al. 2003; /
Asteraceae	Solidago simplex Humb., Bonpl. & Kunth	Solidago simplex Humb., Bonpl. & Kunth	T		Elven, R.  et al. 2003; /
Solanaceae	Solanum nigrum L.	Solanum nigrum L.	T	AK taxon list	
Solanaceae	Solanum rostratum Dunal	Solanum rostratum Dunal	F	Not an Alaskan taxon	
Asteraceae	Sonchus arvensis L.	Sonchus arvensis L.	F	AK taxon list	
Asteraceae	Sonchus arvensis L. subsp. arvensis 	Sonchus arvensis L. subsp. arvensis 	T		FNA 19; /
Asteraceae	Sonchus asper (L.) Hill	Sonchus asper (L.) Hill	T	AK taxon list	
Asteraceae	Sonchus oleraceus L.	Sonchus oleraceus L.	T	AK taxon list	
Asteraceae	Sonchus uliginosus M.Bieb.	Sonchus uliginosus M.Bieb.	F	AK taxon list	
Rosaceae	Sorbus aucuparia L.	Sorbus aucuparia L.	T	AK taxon list	
Rosaceae	Sorbus sambucifolia (Cham. & Schltdl.) Roem.	Sorbus sambucifolia (Cham. & Schltdl.) Roem.	T	AK taxon list	
Rosaceae	Sorbus scopulina Greene	Sorbus scopulina Greene	T	AK taxon list	
Rosaceae	Sorbus sibirica Hedl.	Sorbus sibirica Hedl.	F	Arctic Flora USSR	
Rosaceae	Sorbus sitchensis Roem.	Sorbus sitchensis Roem.	T	AK taxon list	
Caryophyllaceae	Spergularia canadensis (Pers.) G.Don	Spergularia canadensis (Pers.) G.Don	F	AK taxon list	
Caryophyllaceae	Spergularia canadensis (Pers.) G.Don var. occidentalis R. Rossbach	Spergularia canadensis (Pers.) G.Don var. occidentalis R. Rossbach	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Spergularia rubra (L.) J.Presl & C.Presl	Spergularia rubra (L.) J.Presl & C.Presl	T	AK taxon list	
Sparganiaceae	Sparganium angustifolium Michx.	Sparganium angustifolium Michx.	T	AK taxon list	
Sparganiaceae	Sparganium emersum Rehmann	Sparganium angustifolium Michx.	T	ITIS	ITIS*ca; ITIS*ca. http://res.agr.ca/itis//
Sparganiaceae	Sparganium eurycarpum Engelm.	Sparganium eurycarpum Engelm.	F	AK taxon list	
Sparganiaceae	Sparganium hyperboreum Laest. ex Beurl.	Sparganium hyperboreum Laest. ex Beurl.	T	AK taxon list	
Sparganiaceae	Sparganium minimum (C.Hartm.) Fr.	Sparganium natans L.	T	FNA	Kaul 2000; Kaul, R. B. 2000. Sparganiaceae. Pages 270-277 in Flora North America Vol. 22/ITIS*ca; ITIS*ca. http://res.agr.ca/itis//Brayshaw 2000; Brayshaw, T. C. 2000. Pondweeds, bur-reeds and their relatives of British Columbia. Royal B.C. Museum, Victoria. 250 pp./
Sparganiaceae	Sparganium multipedunculatum (Morong) Rydb.	Sparganium multipedunculatum (Morong) Rydb.	T	AK taxon list	
Sparganiaceae	Sparganium natans L.	Sparganium natans L.	T		
Sparganiaceae	Sparganium  	Sparganium  	F		
Poaceae	Sphenopholis intermedia (Rydb.) Rydb.	Sphenopholis intermedia (Rydb.) Rydb.	F	AK taxon list	
Chenopodiaceae	Spinacea oleracea L.	Spinacea oleracea L.	T	Cody label	
Caryophyllaceae	Spergula arvensis L.	Spergula arvensis L.	T	AK taxon list	
Orchidaceae	Spiranthes romanzoffiana Cham.	Spiranthes romanzoffiana Cham.	T	AK taxon list	
Rosaceae	Spiraea beauverdiana auct.	Spiraea stevenii (C.K.Schneid.) Rydb.	T	Uttal 1973	Uttal 1973; Uttal, Leonard J. 1973. The scientific name of the Alaska Spiraea.  Bull. Torrey Bot. Club 100(4):236-237/
Rosaceae	Spiraea douglasii Hook.	Spiraea douglasii Hook.	F	AK taxon list	
Rosaceae	Spiraea douglasii Hook. subsp. menziesii (Hook.) Calder & R.L.Taylor	Spiraea douglasii Hook. subsp. menziesii (Hook.) Calder & R.L.Taylor	T	AK taxon list	
Rosaceae	Spiraea stevenii (C.K.Schneid.) Rydb.	Spiraea stevenii (C.K.Schneid.) Rydb.	T	AK taxon list	Uttal 1973; Uttal, Leonard J. 1973. The scientific name of the Alaska Spiraea.  Bull. Torrey Bot. Club 100(4):236-237/
Lamiaceae	Stachys emersonii Piper	Stachys emersonii Piper	T	AK taxon list	
Lamiaceae	Stachys palustris L.	Stachys palustris L.	F	AK taxon list	
Lamiaceae	Stachys palustris L. subsp. pilosa (Nutt.) Epling	Stachys palustris L. subsp. pilosa (Nutt.) Epling	T	AK taxon list	
Lamiaceae	Stachys pilosa Nutt.	Stachys palustris L. subsp. pilosa (Nutt.) Epling	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Stellaria alaskana Hult始	Stellaria alaskana Hult始	T	AK taxon list	
Caryophyllaceae	Stellaria borealis Bigelow	Stellaria borealis Bigelow	F	AK taxon list	
Caryophyllaceae	Stellaria borealis Bigelow var. isophylla Fernald	Stellaria borealis Bigelow subsp. borealis 	T		
Caryophyllaceae	Stellaria borealis Bigelow subsp. bongardiana (Fernald) Piper & Beattie	Stellaria borealis Bigelow subsp. bongardiana (Fernald) Piper & Beattie	T		
Caryophyllaceae	Stellaria borealis Bigelow subsp. borealis 	Stellaria borealis Bigelow subsp. borealis 	T	AK taxon list	
Caryophyllaceae	Stellaria borealis Bigelow subsp. sitchana (Steud.) Piper & Beattie	Stellaria borealis Bigelow subsp. sitchana (Steud.) Piper & Beattie	T	AK taxon list	
Caryophyllaceae	Stellaria calycantha (Ledeb.) Bong.	Stellaria calycantha (Ledeb.) Bong.	T	AK taxon list	
Caryophyllaceae	Stellaria calycantha (Ledeb.) Bong. var. isophylla (Fernald) Fernald	Stellaria borealis Bigelow subsp. borealis 	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria calycantha (Ledeb.) Bong. subsp. calycantha 	Stellaria calycantha (Ledeb.) Bong.	F		
Caryophyllaceae	Stellaria calycantha (Ledeb.) Bong. subsp. interior Hult始	Stellaria borealis Bigelow subsp. borealis 	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria calycantha (Ledeb.) Bong. var. sitchana (Steud.) Fernald	Stellaria borealis Bigelow subsp. sitchana (Steud.) Piper & Beattie	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria ciliatosepala Trautv.	Stellaria longipes Goldie	T		
Caryophyllaceae	Stellaria crassifolia Ehrh.	Stellaria crassifolia Ehrh.	T	AK taxon list	
Caryophyllaceae	Stellaria crassifolia Ehrh. var. crassifolia 	Stellaria crassifolia Ehrh. var. crassifolia 	F	AK taxon list	
Caryophyllaceae	Stellaria crassifolia Ehrh. var. eriocalycina Schischk.	Stellaria crassifolia Ehrh.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria crassifolia Ehrh. var. linearis Fenzl	Stellaria crassifolia Ehrh.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria crispa Cham. & Schltdl.	Stellaria crispa Cham. & Schltdl.	T	AK taxon list	
Caryophyllaceae	Stellaria crassipes Hult始	Stellaria longipes Goldie	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria dicranoides (Cham. & Schltdl.) Fenzl	Cherleria dicranoides Cham. & Schltdl.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Stellaria edwardsii R.Br.	Stellaria longipes Goldie	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria fischerana Ser.	Stellaria fischerana Ser.	F	Arctic Flora USSR	
Caryophyllaceae	Stellaria humifusa Rottb.	Stellaria humifusa Rottb.	T	AK taxon list	
Caryophyllaceae	Stellaria jacutica Schischk.	Stellaria jacutica Schischk.	F		
Caryophyllaceae	Stellaria laeta Richardson	Stellaria longipes Goldie	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria laxmannii auct. non Fischer	Stellaria laxmannii auct. non Fischer	F	AK taxon list	
Caryophyllaceae	Stellaria longifolia Muhl. ex Willd.	Stellaria longifolia Muhl. ex Willd.	T	AK taxon list	
Caryophyllaceae	Stellaria longipes Goldie	Stellaria longipes Goldie	T	AK taxon list	
Caryophyllaceae	Stellaria media (L.) Vill.	Stellaria media (L.) Vill.	T	AK taxon list	
Caryophyllaceae	Stellaria monantha Hult始	Stellaria longipes Goldie	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria peduncularis Boiss.	Stellaria peduncularis Boiss.	F	Arctic Flora USSR	
Caryophyllaceae	Stellaria ruscifolia Pall. ex Schltdl.	Stellaria ruscifolia Pall. ex Schltdl.	T	AK taxon list	
Caryophyllaceae	Stellaria ruscifolia Pall. subsp. aleutica Hult始	Stellaria ruscifolia Pall. ex Schltdl.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Stellaria  	Stellaria  	F	AK taxon list	
Caryophyllaceae	Stellaria umbellata Turcz.	Stellaria umbellata Turcz.	T	AK taxon list	
Poaceae	Stipa columbiana Macoun	Stipa nelsonii Scribn. subsp. dorei Barkworth & J.R.Maze	F	synonym of S. nelsonii ssp. dorei acc Cody 96	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Poaceae	Stipa comata Trin. & Rupr.	Stipa comata Trin. & Rupr.	F	AK taxon list	
Poaceae	Stipa hymenoides Roem. & Schult.	Stipa hymenoides Roem. & Schult.	F		
Poaceae	Stipa nelsonii Scribn.	Stipa nelsonii Scribn.	F		Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Poaceae	Stipa nelsonii Scribn. subsp. dorei Barkworth & J.R.Maze	Stipa nelsonii Scribn. subsp. dorei Barkworth & J.R.Maze	F		Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Poaceae	Stipa purpurea Griseb.	Stipa purpurea Griseb.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Poaceae	Stipa richardsonii Link	Stipa richardsonii Link	F	AK taxon list	
Asteraceae	Stenotheca tristis (Willd. ex Sprengel) Schljakov	Stenotheca tristis (Willd. ex Sprengel) Schljakov	T		Elven, R.  et al. 2003; /
Liliaceae	Streptopus amplexifolius (L.) DC.	Streptopus amplexifolius (L.) DC.	F	AK taxon list	
Liliaceae	Streptopus amplexifolius (L.) DC. var. americanus Schult.	Streptopus amplexifolius (L.) DC. subsp. americanus (Schult.) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Liliaceae	Streptopus amplexifolius (L.) DC. var. chalazatus Fassett	Streptopus amplexifolius (L.) DC. subsp. americanus (Schult.) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Liliaceae	Streptopus amplexifolius (L.) DC. var. denticulatus Fassett	Streptopus amplexifolius (L.) DC. subsp. americanus (Schult.) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Liliaceae	Streptopus amplexifolius (L.) DC. var. papillatus Ohwi	Streptopus amplexifolius (L.) DC. subsp. americanus (Schult.) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Liliaceae	Streptopus amplexifolius (L.) DC. subsp. americanus (Schult.) A.Love & D.Love	Streptopus amplexifolius (L.) DC. subsp. americanus (Schult.) A.Love & D.Love	T		
Liliaceae	Streptopus lanceolatus (Aiton) Reveal	Streptopus lanceolatus (Aiton) Reveal	T		FNA 26; Flora of North America volume 26/
Liliaceae	Streptopus roseus Michx.	Streptopus streptopoides (Ledeb.) Frye & Rigg	T		FNA 26; Flora of North America volume 26/
Liliaceae	Streptopus roseus Michx. subsp. curvipes (Vail) Hult始	Streptopus lanceolatus (Aiton) Reveal	T		FNA 26; Flora of North America volume 26/
Liliaceae	Streptopus streptopoides (Ledeb.) Frye & Rigg	Streptopus streptopoides (Ledeb.) Frye & Rigg	T	AK taxon list	
Liliaceae	Streptopus streptopoides (Ledeb.) Frye & Rigg var. brevipes (Baker) Fassett	Streptopus streptopoides (Ledeb.) Frye & Rigg	T		FNA 26; Flora of North America volume 26/
Potamogetonaceae	Stuckenia filiformis (Pers.) B嗷ner	Stuckenia filiformis (Pers.) B嗷ner	F	FNA	
Potamogetonaceae	Stuckenia filiformis (Pers.) B嗷ner subsp. alpina auct.	Stuckenia filiformis (Pers.) B嗷ner subsp. borealis (Raf.) Tzvelev & Elven	T		Elven, R.  et al. 2003; /
Potamogetonaceae	Stuckenia filiformis (Pers.) B嗷ner subsp. borealis (Raf.) Tzvelev & Elven	Stuckenia filiformis (Pers.) B嗷ner subsp. borealis (Raf.) Tzvelev & Elven	T		
Potamogetonaceae	Stuckenia filiformis (Pers.) B嗷ner subsp. filiformis 	Stuckenia filiformis (Pers.) B嗷ner subsp. filiformis 	F	FNA	
Potamogetonaceae	Stuckenia filiformis (Pers.) B嗷ner subsp. occidentalis (J.W.Robbins) R.R.Haynes, Les & M.Kr㌫	Stuckenia filiformis (Pers.) B嗷ner subsp. occidentalis (J.W.Robbins) R.R.Haynes, Les & M.Kr㌫	T	FNA	
Potamogetonaceae	Stuckenia pectinata (L.) B嗷ner	Stuckenia pectinata (L.) B嗷ner	T	FNA	
Potamogetonaceae	Stuckenia vaginata (Turcz.) Holub	Stuckenia vaginata (Turcz.) Holub	T	FNA	
Chenopodiaceae	Suaeda calceoliformis (Hook.) Moq.	Suaeda calceoliformis (Hook.) Moq.	T		FNA 4; Flora of North America volume 4/
Chenopodiaceae	Suaeda depressa (Pursh) S.Watson	Suaeda calceoliformis (Hook.) Moq.	T		FNA 4; Flora of North America volume 4/
Chenopodiaceae	Suaeda maritima (L.) Dumort.	Suaeda maritima (L.) Dumort.	F	AK taxon list	
Chenopodiaceae	Suaeda occidentalis (S.Watson) S.Watson	Suaeda occidentalis (S.Watson) S.Watson	T	AK taxon list	
Brassicaceae	Subularia aquatica L.	Subularia aquatica L.	F	AK taxon list	
Brassicaceae	Subularia aquatica L. subsp. americana G.A.Mulligan & Calder	Subularia aquatica L. subsp. americana G.A.Mulligan & Calder	T	AK taxon list	
Gentianaceae	Swertia obtusa Ledeb.	Swertia obtusa Ledeb.	T		Elven, R.  et al. 2003; /
Gentianaceae	Swertia perennis auct.	Swertia obtusa Ledeb.	T		Elven, R.  et al. 2003; /
Cornaceae	Swida stolonifera (Michx.) Rydb.	Swida stolonifera (Michx.) Rydb.	T	AK taxon list	
Araceae	Symplocarpus foetidus (L.) Nutt.	Symplocarpus foetidus (L.) Nutt.	F	Thompson annos (CM)	
Caprifoliaceae	Symphoricarpus albus (L.) S.F.Blake	Symphoricarpus albus (L.) S.F.Blake	F	AK taxon list	
Caprifoliaceae	Symphoricarpus albus (L.) S.F.Blake subsp. laevigatus (Fernald) Hult始	Symphoricarpus albus (L.) S.F.Blake subsp. laevigatus (Fernald) Hult始	F	AK taxon list	
Scrophulariaceae	Synthyris borealis Pennell	Synthyris borealis Pennell	T	AK taxon list	
Boraginaceae	Symphytum asperum Lepech.	Symphytum asperum Lepech.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Asteraceae	Symphyotrichum boreale (Torr. & A.Gray) A.Love & D.Love	Symphyotrichum boreale (Torr. & A.Gray) A.Love & D.Love	T		FNA vol. 20; /
